id,name,source_norm,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
19fd8e00,Preset,random,0.41429341740087194,-0.08378392168684227,0.19463770006706566,-0.8404210316915732,1.0770648976209733,-0.3966982366786556,-0.3304578011599569,1.53054304984289,1.8331434944168654,-0.6373051246353587,0.8989218689448482,-0.09924745190167465,2.351119595149311,-0.48087092705933177,-0.7298400707348655,-2.1878317481789145,0.5886323760275999,-0.3793334700999457,0.5961753351388897,0.8562903625315782
a2ae504b,Preset,random,2.105368812985841,0.010909083256602961,1.8413686891808025,-1.2989319606469216,0.29762149556197154,-0.8144180130464457,-1.4567868865861124,-1.5425955117192938,2.716680827797891,-1.2350264438087466,4.049830433795756,-3.237183196275415,-3.474095417887251,-0.31690867659245997,4.762033191449855,0.8909028140789325,0.060813513758902676,-2.42363646324459,-3.023288964455706,-0.2624036596095432
0f9e0b9d,Preset,random,1.5726922460722081,0.32304163385076234,-0.8425637262466646,0.38235038563223794,-0.829095494223337,0.07593916311143555,0.11556072901597216,-1.1600160979725502,0.5979748002867665,-0.3158816846227716,0.26964051222703406,0.29793243198390673,-0.2922953639771782,-1.5243084640980349,0.7185770477002745,-1.5283555442315906,1.1270998486451687,0.14984917425925617,-0.5719941791159171,0.8235218905144506
be5c99d5,Preset,random,-3.7615943433106733,1.7120473159571012,0.2141673065641404,0.11951337929617821,-5.127950009347574,-2.818448334426272,-1.9000977983071083,-0.7170808441904694,-1.929108841326284,0.7289850614257405,1.3443453788378745,0.26921285302684217,-0.6862478043690492,-0.9624163759674769,-1.525676101658727,0.919648057038565,0.8484241117914092,0.022215836474151256,1.176081295331807,-1.5941358844221845
edba0f79,Preset,random,-3.0419303908636124,-1.273162363198042,2.6466397039121388,-0.17236703231426098,0.08918722675931998,-0.2022733332072053,0.20823212623419046,0.11819379403143776,1.4959153483459302,-2.7700656477060948,1.7217664389883511,-1.9310720781415414,0.32989712902653195,0.7554099657032847,1.8496089493553576,-0.025724926474562208,0.16682481448798345,-0.1059806241096537,-2.0970169176634426,1.813891689100614
80e09a41,Preset,random,0.37750595007852994,-0.9929940107070202,2.6366181976182212,-5.568062264294098,2.0823442316657967,-3.0653204180143594,-0.0847831016264542,-0.20556526875133224,1.3342537339141776,2.94528668336861,0.06438487796294637,-0.9786793447930344,-1.7808031515888538,-2.0197352409060874,-2.4363771780811505,-0.6800706639393796,-1.5945435244682657,-0.347972674247326,-0.19019481372584868,-1.9905461384019913
109871c1,Preset,random,1.2801702618089341,-0.05172279266068044,0.3251767862656596,-0.6077287612038342,-0.6390512086350488,0.08811045296126394,-1.5291397230906572,-0.927849004194659,1.8857454811197234,-1.8216818453124273,2.8963325904187274,-2.8896785029983616,-2.3270149408923806,-0.5714315858410334,4.442567615132184,-0.37776948373130653,1.0216383152848714,-1.2425995693182337,-2.0467485934985183,-0.5440610849103984
190653d1,Preset,random,1.1008732733057183,-2.5313461350859217,-0.2504458736379403,-1.610094358945813,1.0890307469103742,0.2442688098845582,-1.1976207575890347,1.3435151481669116,-0.551783478825656,-0.37677384536538866,3.0614502509721793,-1.3566254474054242,0.8974174550557311,0.8389073887824285,1.2784894053429152,-0.45989886070058955,-0.22839016340385343,2.4575422870457695,-1.7046553103708415,1.489934311217424
3ff0eb11,Preset,random,0.6593481473207025,-2.146734085151846,1.2818767635889685,0.38713687180322004,1.0701209835295897,0.8066337438250551,-1.82764941658139,-0.2186107990141594,-1.3962137738816016,0.5735305028397343,1.2403870121251133,0.059679835693243886,-0.39971496140319557,-0.35357088986828034,0.8474867591173856,0.6659947421760968,-0.8164727578094891,-0.2609454824706444,-0.8813118305290187,-0.3794789074413014
2b20cdfa,Preset,random,-0.14113672271941996,0.9926987086648751,-0.8869364246409485,1.640529465874627,0.16072045410970306,-0.6126623207904424,0.9028682301859389,-0.8718863892341011,-0.036313230220821724,0.5611591900164604,0.5049484602132703,-1.232055378030949,-0.30390079474818693,0.949154001709549,0.350221868159921,1.4415104809026758,-0.016950699839145725,0.35536578136948244,0.06008043626714907,0.7789690366349082
